Tanggal,Komentar
2023-09-25T10:43:51Z,entah apa si kerjaan orng ini ya..heran gue..
2023-09-25T10:43:47Z,Bagus sih gak ada jual online.. Mending langsung transaksi seperti zaman dahulu
2023-09-25T10:43:32Z,"Udh ga usah ngurusin yg bgitu, koruptor itu aja pak di urus dan mafia2 tanah, mafia2 narkoba..yg menghancurkan negara"
2023-09-25T10:43:31Z,Lah gmn itu pak UMKM numpuk Banyak banget itu
2023-09-25T10:43:27Z,"Titipan tokped & shopee ini 😂😂😂, akibat tik tok yg sepi adalah tokped & shopee"
2023-09-25T10:42:26Z,Hadeh usaha kok yo sulit men
2023-09-25T10:42:22Z,Shopee om ama lazada
2023-09-25T10:42:14Z,"Coba. SUAP DEH, DIJAMIN GAK DI LARANG"
2023-09-25T10:39:38Z,"ya pindah ke ijo sama oren,,  aturan bodoh,,😂😂"
2023-09-25T10:31:38Z,Ko pinjol  msih di bebaskan  tiktok  kok di larang pdahal membantu kaum menengah kebawah
2023-09-25T10:28:42Z,ANGGUK ANGGUK OPO IKI  OALAH. TAK BERMANFAAT BAGI RAKYAT.
2023-09-25T10:26:01Z,"OALAH  OALAH  NORAK. TECKNOLOGI TIDAK BISA DI BENDUNG  YG DI BRRANTAS  ITU OLIGARKHI. NEOLIBERAL KORPORASI  .YG MENGHANCURKAN SEGI SEGI BERBANGSA,DAN BERNEGARA .BELUM MERDEKA            AN KB PEJUANG PERINTIS KEMERDEKAAN REPUBLIK INDONESIA BRIGIF XII KBT HEIHO GYUGUN HIXBULLAH TKR"
2023-09-25T10:23:02Z,Tiktok setorannya kurang. Makannya dilarang pemerintah. 🤣🤣🤣🤣
2023-12-05T11:48:16Z,"tiktok shope sebaiknya segera ditutup dampaknya terhadap perekonomian bangsa indonesia sbb
1. perang dagang nanti kalo sdh tutup pedagang pribumi indonesia a
maka akan menaikkan harga semaunya.
2. Amerika dan India juga melarang tiktok shope 
3.Perkiraan jumlah pedagang dari sabang sampai.merauke tutup 10. juta toko . dan apabila pajaknya misal per.bulan 100.000 maka pajak yg hilang utk.pemerintah 1 triliun
setahun = 12 trilun
4.pengangguran naik misal 1 toko 6 orang tenaga kerja jadi pegangguran 60 juta orang maka kejahatan akan naik.
5.para pedagang tetsebut berpotensi menunggak kredit macet ke bank jadi dampaknya perbankan rugi.
jadi negara rugi dari pajak
pedagang rugi  stres pusing dll
perbankan jadi kredit macet sebab pedagang tdkmpunya duit.oleh karena itu bpk menteri. bpk presiden lindungilah para pedagang wdlm.negeri utamakan rakya sendiri."
2023-12-03T12:20:18Z,Uang tidak lansung ke china..tapi harus dindonesia dulu..
2023-12-03T12:19:14Z,Selama produsen tidak jualam langsung  harga pasti aman..konveksi2 besar yg jualan langsung juga pasti diawasin..laporan penjualan pasti di cek pajak..
2023-12-03T12:17:44Z,Tiktok tidak bakal seperti dulu.tidak perlu di takutin lg.system sudah berubah..uda gak bisa bakar2 duit.uda gak bisa main subsidi lg.potongan juga besar.system free ongkir dll sama seperti yg lain.uda gak bisa fake buyer yg extreme..live dan shop sudah pisah..
2023-11-25T10:19:37Z,Ibel K.O🤣
2023-11-02T09:44:24Z,UKKM lokal di bina cara berdagang di onlen. Yang baik dan menarik konsumen.
2023-11-02T09:42:27Z,"Peradagangan harus adil impor dan lokal.
Bikin anturan biar fer."
2023-11-02T09:39:56Z,Peroduk impor harga udsh kelewat ga wajar niat menghanjurkan peroduk dalam negeri
2023-11-02T09:38:00Z,"Pemerintah harus mengatur barang impor di cual di onlen.
Di atur harganya."
2023-11-01T20:47:56Z,Saat  lg  jaya  ny  pendapatan omset... adakh  orang  yg  mmberi tau atau  ingat  kepada yg  ke  kurangan    kini  penghasilan  omset  ny  ber kurang dn menipis   merasa  ber  koar  koar..Itulah  manusia  selagi menderita .. . Ini  lah  ujian dn peringatan saat  ada  ny  peng  hasilan menurun...
2023-10-29T23:46:40Z,Salah Negara juga.. daya beli sangat2 memprohatinkan .. duit nya bergulir di mega2proyek seperti IKN .. duit kurang bergulir di masyarakat
2023-10-27T11:24:42Z,Ditutup tapi gak ada solusi. Buat pihak seller dan affiliate
2023-10-26T16:00:50Z,Lazada /shope sekalian tutup
2023-10-26T14:38:27Z,Kasiang abang abang pedagangnya diputus pembicaraannya 😂
2023-10-24T14:25:25Z,Gak supir angkot juga dong hihi maaf nih . Kan kurir juga di bayar 😅
2023-10-24T14:17:44Z,Harusnya pandang dong yang jualan yang gimna . Minimal di sortir lah orang nya semisal artis kan udh pada kaya kenapa harus jualan 😂
2023-10-24T08:58:06Z,"TIKENTOD SHOP harus nya solusi buat pedagang offline yg kesusahan,,bukan para produsen pabrik ikut jualan dan jualan barang import china dengan harga yg menjatuhkan umkm ❤"
2023-10-24T06:09:48Z,"Tiktok shop nya kan juga umkm, bisa dibilang umkm masa depan..
Kalo ditutup masalah perijinan its ok lah, tapi kalo karna suatu toko gak laku itu konyol.. pembeli yg menentukan bukan pedagang.."
2023-10-21T03:30:09Z,"Yang jadul jadul aja . Gaptek . Ketinggalan jaman gak mau belajar .
Yang tertinggal yang biarkan ketinggalan . Roda dunia berputar yang gak mau belajar biarlah tergilas oleh roda kehidupan yang semakin maju . Kalau mau menuruti yang gaptek gak mau belajar ya kembali ke jaman ke bodohan . Gak ada gunanya ngikutin orang2 gaptek yang tertinggal ."
2023-10-20T18:48:36Z,ENTAH LAH NO KOMEN LAH GI MNA MAU MAJU KALAU  KAYA GINI
2023-10-17T12:14:18Z,"Narasumbernya yang dari tanah abang, cara bicaranya gagap njir, ga profesional sama sekali"
2023-10-16T22:42:12Z,"Kowi ini diakhir jabatanya selalu bermain main dgn kekuasaan politik dinasti sehingga ekonomi morat marit, ini setelah lengser kowi harus diperiksa"
2023-10-16T20:06:09Z,"KEBIJAKAN PEMERINTAH YANG TIDAK BIJAK,  TIDAK MELIHAT DAMPAKNYA,  SEMENJAK TIKTOKSHOP DITUTUP MENAMBAH PENGANGGURAN DI INDONESIA,  SAYA MENJADI KORBANNYA"
2023-10-15T13:39:56Z,"Point nya adalah tiktok harus buka platform e commerce nya .  Yg selama ini adalah Social media commerce , peraturan di indo tidak boleh di campur ."
2023-10-14T15:14:30Z,KURIR NOH BANYAK DI PHK
2023-10-14T06:01:04Z,"Gak masalah tiktokshop, shopee, lazada, tokopedia ada.. Cuman satu aja gratis ongkir dilarang"
2023-10-14T02:53:44Z,Gedeg sebenernya tapi ya udahlah
2023-10-13T20:28:34Z,"Di FB juga ada Market place nya.
Tapi untuk transaksi kan di luar aplikasi itu."
2023-10-12T11:16:12Z,"jangan tutup, sayangi konsumen/pembeli agar dapat harga wajar dan murah dan terbeli untuk dapat produk.. cukup keuntungan yg berpihak untuk keuntungan konsumen, pembeli bukan hanya berpihak pd penjual biar tambah kaya seperti selama ini.😢"
2023-10-12T09:38:27Z,Tutup online shop semua...jasa kurir hancurkan..kembalikan sperti sedia kala
2023-10-12T01:19:05Z,Kembali lg ke genset masing2 umkm
2023-10-11T05:18:12Z,"Klu kami slma covid, dan 1th tutup, n coba ge,nihil,yg ad tgal hutang😭😭😭n akhirnya suami mrantau,biar bisa buar htag😭😭"
2023-10-10T18:26:48Z,Apakah barang ditanah abang ga ada barang² import?
2023-10-10T04:41:34Z,"Sangat setuju banget tik tok shop DITUTUP SEGERA , meskipun TERLAMBAT .
Jangan sampai toko"" tradisional , toko"" konvensional kian hari semakin sepi pembeli / gulung tikar .
Dan Pemerintah HARUS / WAJIB melindungi UMKM INDONESIA / PRODUK DALAM NEGERI .
🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩
👍👍👍👍👍"
2023-10-10T01:13:02Z,"Berinovasi dong mas, kenapa yang lain bisa dan kamu gak bisa? Tekhnologi semakin canggih, jangan bertahan di jaman batu. Yg nama nya usaha itu pasti ada pesaing, carilah solusi supaya usaha nya berkembang."
2023-10-09T12:37:36Z,Next MALAYSIA. YEahhhh
2023-10-09T11:34:51Z,Pengunjung pasar tanah Abang sudah berpindah ke online shop karena mereka tidak perduli bahan dari pakaian tersebut tapi lebih ke harganya yang murah
2023-10-09T11:32:59Z,Seharusnya jualan online di regulasi sama harganya dengan Pasar dan bahan nya juga tidaklah kualitas rendah
2023-10-08T22:59:18Z,UMKM ini punya 9 cabang? 😱
2023-10-08T17:05:07Z,"Setiap permasalahan memberikan pembelajaran, dan tergantung pada bagaimana menyikapinya.. Pendapat saya kondisi ekonomi dan teknologi di era globalisasi ini harus dihadapi dengan inovasi, add value, peningkatan skill. Buat pemerintah buat regulasi yang bisa memberikan solusi terbaik. Buat umkm upgrade trs dari berbagai aspek produk, marketing, operation, finance dan lainnya untuk tetap bisa survive dan berkembang.."
2023-10-08T11:31:29Z,"Harga jual di tiktok lebih rendah dari biaya modal , tinggal tunggu waktunya rakyat merata mengalami jadi pengangguran"
2023-10-08T11:22:12Z,Rezeki sudah ada yang diatur.... Tetapi kembali ke kita lagi cara mekanik sama sistem perdagangan dan berusaha buat besok nya
2023-10-08T07:50:29Z,"Gk ada tik tok msih ada lazada,shoppe"
2023-10-08T03:56:29Z,HARGA TIKTOK MEMANG JADI MASALAH...
2023-10-08T03:10:27Z,Barang di tik tok murah tapi terbuka siapa saja bisa main dari pada dagang tersembunyi yg kuras kekayaan negeri ini
2023-10-08T02:02:21Z,Kalau sy gk setujunya barang import yg dijual.  Tik tok sop. Ditutup lagi bagus
2023-10-07T20:02:09Z,Dipasar krn lebih mahal... Harga tinggi. Penjual pd tampangnya sombong ketus. Wajar customer lebih senang dengan layanan online.. ramah.
2023-10-07T20:00:27Z,"Awalnya juga dr covid yang kalian ciptakan toh.... Di lockdown, bilangnya gampang bisa online apa"" sekarang... Ya org udh terbiasa online kenapa skrg kalian komplain... Cindo resah .. takut bangkrut.... Makanya suap pejabat tinggi bawa uang bekoper"" utk buat tik tok shop tutup... 
Lucu ..cindo... 
Tuh yg di tutup pelacur yg tameng goyang di tik tok... Pamer aurat yg harus di tutup. Bukan shop."
2023-10-07T17:41:22Z,"Karna uangNya pada muter di slot 😢,"
2023-10-07T14:14:23Z,"Setelah menonton video ini, saya jadi berfikir, orang indo kebanyakan tidak mau belajar melek digital (optimasi marketing).
Kenapa pemerintahan indo bikin ecommerce sendiri aja, jadi kan algoritmanya di atur pemerintah itu sendiri?"
2023-10-07T12:11:03Z,DERYANSYA NGOMONGNYA TERLALU TINGGI BULLSHIT LO NGGA KENA SAMA UMKM APALAGI LAWAN HARGA MURAH
2023-10-07T09:23:35Z,"Dari sini juga keliatan yang di tanah abang itu di monopoli oleh sebagian orang aja, kayanya aban ibel ini baru bos kecil udah punya 9 toko ngeri..

Menurut gw dia ga mau keluar modal untuk beradaptasi di era medsos sekarang,"
2023-10-07T06:12:18Z,sekarang di banned sebentar lagi boleh jalan lagi. Mumpung akhir masa jabatan cari cari yang mau bayar upeti.
2023-10-07T03:54:00Z,"Tik tok alat pertemuan pedagang dan pembeli jadi ga perlu di stop yg perlu di pantau barang yg dijual kenapa murah dan impor  dari china murah mungkin kebijakan impor ada masalah, kalo murah karena promo bakar uang pedanggang toh resiko yg tanggung pedagang."
2023-10-07T01:44:12Z,"Dari sini, makin kerasa, kalau kurikulum sekolah itu tidak Update sama sekali ya 😢. Marketing 1.0 sudah mulai ditinggalkan dari tahun 89, sampai tahun 2005-an masih diajarkan marketing 1.0"
2023-10-06T16:52:57Z,"Semua adalah tentang harga yang tidak masuk akal dan e-commerce bakar uang  saya yakin jika tidak ada seperti gratis ongkir, dan diskon potongan harga  pembeli pasti tidak ketergantungan terhadap market place,"
2023-10-06T14:28:02Z,ini sudah menghancurkan ekonomi industri produksi lokal di Indonesia dgn promo n dumping harga sehingga produksi ekonomi lokal hancur dgn modal besar membuang keuntungan sepersikian% .. setelah ekonomi lokal lumpuh n bangkrut gulung tikar.. baru kemudian mereka monopoli pasar di sini menjadikan indonesia menjadi pembuangan pasarnya... lebih bagus kalo seperti di amerika atau Eropa atau lainnya stop n blokir azza krn sudah pasar bebas yg hancur2an x ya.. Selama ini pemerintah terlalu memanjakan semuanya yg dr china x ya.. 🤔🤫🤭
2023-10-06T06:31:35Z,"Ayo dong... Anak bangsa buat Platform yg asli buatan anak bangsa, khusus jual produk asli anak bangsa.."
2023-10-06T05:57:04Z,"Udh tau klw indonesia pengguna media sosial teraktif dan terbesar d dunia... 
Kenapa ya tidak ada 1 saja org pontar di indo yg buat aplikasi medsos..."
2023-10-06T04:44:34Z,Tenang masih ada shoppy kok😅
2023-10-06T04:41:05Z,"Itu bg dery angkuh bgt cara ngomongnya, pdhal dia juga dagang kaga ada yg sukses” amat, gamalu apa sama narasumber pedagang tanah abg sebelah yg cuman lulusan sd yg kerja nyata langsung dilapangan yg ngeliat langsung gimana perputaran ekonomi di lapangan, bukan hanya pande ngomong doang."
2023-10-06T02:41:32Z,si penjual yg di undang bisa yg lain utk berbicara..? mas ini sprti kurang komunikatif.
2023-10-06T01:56:38Z,"Ketika derry ngomongin marketing ke inget film the wolf of wall street pas scane di suruh jual pulpan, cari masalah ciptakan solusi atau cipatkan masalah berikan solusi"
2023-10-05T23:51:57Z,Bang derry jaga pandangannya wkwk
2023-10-05T19:59:53Z,Salah satu bukti tidak becusnya pejabat pemerintahan era jkw
2023-10-05T19:52:14Z,"Ditambah lagi sama biaya transpotasi naik di masa sulit ini. Mana beras naik juga, ditambah listrik, air bersih, banyak barang cina masuk... Untung aja masih punya Allah, Alhamdulillah"
2023-10-05T19:34:34Z,Harus ada regulasi dengan tarif harga penjualan yg sama dengan pasar konvensional
2023-10-05T15:51:55Z,saya sebagai konsumen lebih mudah beli on line hemat waktu  g capek
2023-10-05T10:00:01Z,"Di revisi judulnya dikit, Online shop berkibar, UMKM gulung tikar"
2023-10-05T08:47:56Z,"kalau dampaknya ke toko online mungkin hanya masalah harga tapi kalau udah ke toko offline, itu udah parah sih."
2023-10-05T08:30:15Z,"MASALAHNYA NI PERDAGANGAN OFLINE INI,GAPTEK DAN FOLLOWE NYA SEDIKIT ,,KARNA FOLOWER BISA MEMPEGARUHI NILAI JUAL ONLINE JG..KASIAN OFLINE YAAA,,TIKTOK SHOP DR CHINA ,CHINA SMKIN KAYA INDONESIA SEMAKIN MISKIN,,RODA BERPUTAR.....KEMBALI ZMN ERA BATU AJA PLEASE"
2023-10-05T07:55:48Z,"angka kesejahteraan dengan adanya toko online hampir merata di kalangan pemuda, kalau ditutup, tanah abang aja yang makmur😢"
2023-10-05T07:34:46Z,"patokannya bukan tanah abang, dengan adanya tiktok shopp dan lain-lain import harga bersahabat, bisa membantu generasi mudah seluruh indonesia"
2023-10-05T06:12:37Z,"lho sebentar, ini pedagang tanah abang ini, punya 9 gerai dan karyawan."
2023-10-05T05:50:57Z,Mungin mau pedagang dengan org belanja dtg ke psr bisa dikatakan berbagi rejeki dengan setiap org yg terlibat keperluan org tersebut seperti angkot kuli panggul warung makan mungkin di sisi konsumen pemborosan dlm sgla hal waktu biyaya dn seterus nyh kalau kita belanja onlen tidak mengganggu kerjaan rutin rmh tangga tapi ada mslh patal juga byk conto belanja onlen barang ga sesuai pesanan di tukar ga bisa ituada resiko byh kurir jadi korban ketidak mengertian si oemesan kurir cuma ngantar pesanan barang ga sesuai dia jadi sasaran amarah si pemesan byk trjadi
2023-10-05T04:24:12Z,"emm , tolong cari orang yang bener apa yang mewakili pedagang ofline ,haduh saya jadi malu sendiri ,dengan cara ngomong yang tergagap2, mau ngomong tapi susah.. eh malah langsung di potong jadi kesian. . 
mungkin yang mas nya mau ngomong ,oke dengan adanya tik tok shop, kemudahan berbelanja di era baru . 
tapi tapi , gimana dengan nasib usaha lain bukan cuman jualan , 
contoh dengan berjualan ofline banyak sekali tangan hingga produk sampai ke konsumen. mungin itu yang mas nya sebut berbagi rezeki. 
dari produksi yang di hasilkan  dari pabrik indonesia ,bukan barang dari luar , seperti tadi yang katanya 70% barang di tik tok shop berasal dari luar. 
terus ke karyawan. coba gmna nasib toko2 ofline karyawan ofline , bisa hilang pekerjaan nya gara2 ini. 
 di satu sisi oke ini kemudahan tapi merugikan banyak orang juga , 
seperti tadi katanya supir angkot,ojek, dan toko2 yang memang membeli barang dari toko2 di tanah abang. 
mungkin itu yang di maksud berbagi rezeki menurut mas yang punya toko di tanah abang."
2023-10-05T04:19:32Z,"pernytaan pedagang tnah abang minta ditutup aja, JELAS ini teriakan orang yang gak mau berkembang, ngapain diturutin, percuma juga diajari marketing sampe 10000000.0, kalo cuma mau mentok di 1.0 tapi mintak penghaslilan sultan,"
2023-10-05T04:06:11Z,"Masalah nya harga brg import sangat murah , dibanding brg dalam negeri"
2023-10-05T03:43:21Z,kalo kejadian jaman anies maka ANIES yang akan disalah kan wekawekaweka
2023-10-05T03:24:47Z,"mohon maaf salah satu faktor ga mau ke tanah abang sendiri berdasarkan pengalaman pribadi itu parkir mobil nya ga masuk akal, masa parkir cuma 2 jam saja di tagih 35rb di Mall aja ga segitu"
2023-10-05T01:50:15Z,Mas Raymond lebih keren penjelasannya
2023-10-05T00:16:55Z,Rejeki tidak akan tertukar
2023-10-04T23:33:34Z,YouTube di awal2 belum banyak artis... setelah banyak artis dan YT mulai maju peraturan semua berubah
2023-10-04T23:18:53Z,Kalo hasil sumber daya alam di kuasai dan di kelola dg baik dan adil maka setiap warga bisa dapat tunjangan kehidupan. Jadi tidak khawatir dg situasi apapun. Tinggal hari hari di isi dg ibadah dan kegiatanngotong royong membangun prestasi
2023-10-04T23:16:09Z,"Bukan perkara online shop tetapi produk yang dihasilkan bukan dari dalam negeri. Bonus demografi Indonesia adalah sasaran empuk para produsen produk yang kebanyakan produk luar negeri sehingga sektor yang hanya reseller offline tumbang dg persaingan harga.
Inilah akibat negara yang tidak mandiri dan pejabat korup merusak tatanan kehidupan"
2023-10-04T23:15:51Z,Tiktok terlalu bar-bar...ingin memonopoli hisnis dan dagang di seluruh dunia.
2023-10-04T22:22:09Z,"Tiktok shop kalau sudah terbukti sebagai new predator menjarah mall dan toko2, lebih baik dimasukkan ke hutan atau kasih pulau mereka hidup bebas dengan binatang jadi nga merugikan yg lain.."
2023-10-04T22:05:43Z,Lu masuk tv bang ngomong nya yg bener knp lu  perwakilan dari umkm
2023-10-04T20:07:58Z,"Tanah abang pakai cara pribumi
Masa kita semua di minta menderita demi keuntungan pribumi 😂"
2023-10-04T19:41:44Z,"Kenapa UMKM sepi, semenjak barang semakin naik, kebutuhan pokok naik, jgn kan mikirin fashion mikirin kebutuhan pokok aja sudah puyeng, ekonomi sekarang lebih sulit dibandingkan dulu,,😢 ini fakta,,, jgn mengkambing hitamkan ttk shop, semua yg online juga mengalami penurunan yg sama?😢 kebutuhan serba di pres?😢 ini surve ekonomi menengah kebawah yg di rasakan seperti itu? Dan lari nya mereka beli fashion dan kosmetik yg murah sesuai keuangan mereka??"
2023-10-04T19:19:42Z,"Sebelum itu untung ratusan juta per hari. 
Kalo untung diem-diem. 
Dan bikin muka melas. 
Supaya ngga ada yang kira kalo lagi bawa duit. 
Pas untung berkurang teriak-teriak seakan-akan orang paling menderita di dunia ini karna online shop. 
😂 ciri khas pedagang tuh"
2023-10-04T19:06:09Z,"9 toko, banyak duit si emas2 ini sewa aja puluhan juta di tanah abang, aduhh, saya aja ga punya apa bang kgk ngeluh"
2023-10-04T18:30:19Z,Jaman orde baru agar berdikari  cintailah produk lokal 100%. Sekarang budaya konsumtif parah
2023-10-04T18:04:18Z,CAPEK BANGET dengerin mas pedagang online tanah abang. bahasanya dasar banget terus kayak mikir berat gitu mau ngomongnya pas keluar  yg di omong biasa banget 😅
2023-10-04T17:54:10Z,"Ni mah pedagang Tanah Abang 
Nya aja yg bodoh. ..punya duit gak mau sewa host tixtok..belajar di onlin"
2023-10-04T17:39:08Z,"Ibel pengen nya hidup di tahun 90 terus, dan gamau menjalani hidup di tahun 2023 yg harus serba bisa ini 🎉"
2023-10-04T17:11:13Z,Pasar sepi lol
2023-10-04T16:15:53Z,Almarhum pak harto sudah jauh jauh hari ngomong cintai produk lokal
2023-10-04T16:00:37Z,"PEMERINTAH GAGAL MELINDUNGI DALAM NEGERI DARI PRAKTEK DAGANG ASING YANG TIDAK FAIR.

Utk produk luar, negara hrs periksa SNInya, BPOMnya, ijin bisnisnya, praktek harga curangnya, perlindungan konsumennya, dll."
2023-10-04T15:12:16Z,"Tiktokshop di tutup justru hanya akn pindah ke apk lain, sekarang yg di tanah Abang sepi TPi ada tiktok org GK punya produk juga bisa hasilkan uang, ngatur org itu susah kecual semua e-commerce di tutup org"" di tiadakan hp internet mungkin tanah Abang rame lagi blm tentu tiktokshop di tutup offline rame yg ada malah makin perang harga di e-commerce lain"
2023-10-04T14:55:47Z,Pengunjung nya pada mati kena tragedi mafia corona jadi sepi para emak2 yg suka belanja 😂😂😂😂
